2 14.5758 -1.9055 
1  6.5737 30.9312 
1 -15.9003 5.0401 
1 -17.5231 -4.8482 
2 19.7402 2.9817 
1 -26.2151 -11.3574 
1  2.6376 24.5898 
2 -10.0322 -24.0217 
1 -33.3229 1.1385 
2 21.2741 0.0373 
2  8.7618 -13.6222 
1 -9.3358 3.8524 
2 23.2985 2.9796 
2 14.0554 -5.1141 
2  2.2945 -7.2680 
1  4.2604 25.6264 
2 -0.4213 -24.5144 
1 -34.0899 -12.4241 
2 41.9902 24.4207 
1 -7.2848 10.6811 
2 14.3108 -2.7308 
2  0.1657 -13.6604 
1 -7.3678 7.6610 
1 -18.3938 -1.1322 
1 -24.1360 -1.8493 
2 41.1036 25.2409 
2 12.2424 -2.2758 
2 -0.9340 -12.0320 
2  5.7662 -18.2394 
1 -3.6702 25.0381 
2  0.0032 -19.8335 
1 -1.8943 20.9722 
2 -23.3894 -39.4667 
1 -13.8607 9.8921 
1 10.2521 28.5578 
2  8.7383 -13.1594 
2 22.8950 4.3100 
1 -14.9157 8.1631 
2  0.7847 -10.2399 
1 -11.5467 9.1318 
2  6.8505 -23.3765 
2 -4.8404 -24.5950 
2  3.6735 -11.5582 
1 -10.8762 9.5616 
2  7.2303 -8.9460 
1 -0.0519 26.4622 
1 -13.9650 1.9450 
2 10.2417 3.3027 
1 -23.2193 0.9709 
2  4.7613 -11.0555 
1 -19.6348 3.1597 
2 11.6359 -15.8474 
2 -4.1507 -21.2668 
2 11.3796 -12.8376 
2 13.3051 -14.3026 
2 -3.7445 -14.3491 
1 -18.6106 -10.3813 
2  2.3492 -10.0179 
1 19.0917 30.7315 
1 -7.8596 15.0889 
2  4.7557 -14.9838 
2  8.4677 -11.1733 
1 -13.0985 1.9077 
1 -11.5035 6.1531 
1 -1.0914 13.4389 
2  2.8280 -10.8469 
1 -0.6843 22.4603 
2 28.3451 10.7112 
2 20.2262 -2.5042 
2 18.3041 -2.8378 
1 14.8330 28.0969 
1 -5.7281 16.0976 
2  3.6028 -6.7586 
2 -10.6207 -31.1976 
1 -6.5937 13.7841 
2 11.0340 -13.9556 
2 10.8158 -11.9889 
1 -11.6900 12.5497 
1  3.3931 22.2624 
1  0.4557 25.9135 
2 -6.7337 -28.1044 
1 -19.5493 -5.1055 
2 -9.7659 -34.2226 
2  1.2617 -25.8729 
2 -0.5196 -23.2215 
1 -5.0963 12.7550 
1 -7.6420 8.4790 
1 -21.6940 -13.4493 
1 -36.2446 -9.9781 
1 -32.9691 -2.8647 
1 -17.6894 1.0476 
2  4.0466 -30.4971 
2 -4.7290 -24.9475 
2 -11.3842 -28.7568 
1  2.6259 10.3365 
2  8.5664 -16.5153 
1  4.3939 25.1060 
1  6.5782 27.3489 
1 22.6356 46.8224 
2 -18.3098 -32.9682 
2 28.4400 15.6892 
2 20.6034 3.6810 
1 -38.6317 -12.1677 
1  9.6602 32.5519 
2  7.3730 -13.6228 
1 -28.2985 -0.9096 
1 -0.1265 22.7969 
2 18.9571 11.6290 
2 -5.9482 -24.6484 
1  3.4473 19.2353 
1 -28.8477 0.9869 
2 39.2407 20.3630 
2 24.5266 -2.6310 
2 23.2087 -6.2852 
1 -8.2489 2.4601 
