1  1.5067  1.0757 
1  1.7797  1.4036 
2  1.2682  0.6923 
1  1.7183  1.5565 
2  0.9757  0.6085 
1  1.7787  1.4012 
2  1.4360  0.8145 
1  1.0440  0.8205 
1  0.8466  0.7440 
2  2.1424  1.6433 
1  0.8664  0.7396 
2  2.0826  1.5279 
1  1.3208  0.9954 
2  1.0407  0.6375 
1  1.6850  1.5154 
1  1.0628  0.8291 
2  2.0645  1.2701 
1  0.6254  0.5906 
2  1.4415  0.7919 
2  2.0230  1.7501 
2  1.5027  0.8256 
1  1.1725  0.8655 
2  1.0859  0.6714 
2  1.7117  0.9737 
1  1.2478  0.9270 
1  1.7331  1.5214 
1  1.6867  1.7265 
1  1.8353  1.6189 
1  1.7247  1.7721 
2  0.9964  0.5726 
1  1.7536  1.3730 
2  2.0406  1.6535 
1  0.6730  0.6819 
1  0.8786  0.7228 
2  1.1602  0.6935 
1  1.7503  1.5346 
1  1.0324  0.8394 
1  1.7281  1.7809 
1  1.1042  0.8137 
2  2.1106  1.1756 
1  1.7430  1.4012 
2  1.9691  1.6534 
2  2.0672  1.5090 
2  1.2360  0.7145 
2  2.1367  1.4894 
2  2.0587  1.7175 
2  2.0109  1.5670 
1  0.9286  0.7681 
1  1.0784  0.8103 
2  2.0232  1.3343 
1  1.8597  1.3621 
1  0.9566  0.7592 
1  1.7528  1.3183 
2  2.0857  1.5700 
1  1.8221  1.6156 
2  1.0260  0.6219 
1  1.7088  1.6072 
2  2.0673  1.4868 
1  1.7110  1.2594 
1  1.0915  0.8529 
1  1.6810  1.5808 
1  0.8998  0.7889 
1  1.7601  1.8406 
2  1.2138  0.7192 
2  1.3999  0.7861 
2  2.0200  1.6269 
2  2.0411  1.3493 
1  0.4678  0.5622 
2  1.9769  1.2880 
2  0.7521  0.5032 
1  1.0197  0.8375 
1  1.7828  1.8410 
2  2.0827  1.3927 
1  1.8010  1.4913 
1  1.7052  1.4685 
2  2.0895  1.7117 
2  2.0842  1.6773 
1  1.7366  1.5246 
2  1.1989  0.6876 
2  2.0573  1.4113 
2  2.1845  1.4249 
2  1.0689  0.6444 
2  1.4895  0.8649 
2  2.0290  1.4705 
2  0.7906  0.5306 
2  1.2981  0.7211 
2  1.2287  0.7303 
1  0.7437  0.6822 
2  2.0632  1.3026 
1  1.8384  1.5677 
2  2.1128  1.5639 
2  2.1294  1.4143 
2  1.1949  0.6982 
1  1.7623  1.5611 
2  1.2498  0.7668 
2  2.1510  1.4198 
1  1.8299  1.3152 
2  1.5165  0.8276 
2  2.0831  1.5101 
1  1.8328  1.5833 
2  2.0762  1.5355 
1  1.8361  1.7299 
1  1.6881  1.6413 
2  1.1617  0.6672 
2  2.1025  1.4560 
1  1.4983  1.0582 
1  1.6746  1.6783 
2  2.1352  1.7304 
2  1.6939  0.8584 
1  1.8278  1.4571 
2  2.0401  1.4138 
2  1.3245  0.7302 
2  0.8395  0.4976 
1  1.2537  0.9428 
1  1.5382  1.0406 
2  2.1242  1.5286 
1  0.9875  0.8086 
1  0.6065  0.6405 
2  2.0618  1.2834 
2  2.0345  1.3939 
2  2.0092  1.6446 
1  0.8047  0.7501 
2  2.0280  1.5213 
1  1.7488  1.4045 
2  1.1333  0.6518 
1  1.2107  0.8941 
2  0.7013  0.4575 
2  1.3691  0.7651 
1  0.6540  0.6599 
1  1.7294  1.2548 
1  0.8384  0.7602 
1  1.7291  1.5733 
1  1.7010  1.5350 
2  1.2649  0.7296 
2  2.0976  1.4277 
2  0.8707  0.4768 
2  1.3744  0.7250 
1  0.7971  0.6731 
2  1.2744  0.7088 
2  0.9279  0.5185 
2  0.9319  0.5378 
2  2.0841  1.4926 
2  2.1483  1.7025 
2  2.1609  1.3329 
1  1.7805  1.2547 
2  2.0486  1.7670 
1  1.7900  1.8373 
2  2.0885  1.4189 
2  2.0594  1.8950 
2  1.1825  0.6843 
1  0.9577  0.7819 
1  1.7612  1.3991 
2  2.1004  1.4921 
1  1.7228  1.6125 
1  1.4157  0.9885 
2  2.0394  1.5854 
1  0.7931  0.6759 
2  2.0951  1.3772 
1  1.3630  0.9351 
1  0.6725  0.7202 
2  2.1068  1.4650 
1  0.7850  0.7420 
1  1.7903  1.5811 
2  2.0353  1.2259 
2  1.2526  0.6878 
1  0.9431  0.7635 
1  1.7681  1.7832 
2  0.6225  0.4636 
2  2.1763  1.4262 
2  0.9629  0.5417 
2  1.5352  0.8645 
1  1.7716  1.6149 
2  2.1676  1.3959 
2  0.7479  0.5405 
2  2.0773  1.5578 
2  2.0729  1.4287 
1  1.1409  0.8761 
1  1.0104  0.8351 
2  1.4059  0.7977 
1  1.8031  1.5995 
1  1.8078  1.5302 
1  0.7556  0.7202 
2  2.0722  1.3666 
1  0.9920  0.8142 
1  1.6948  1.4511 
2  1.3663  0.8019 
1  1.2417  0.9482 
2  1.3821  0.7439 
2  2.0836  1.5180 
1  0.5098  0.5575 
2  2.0328  1.3982 
2  2.1327  1.4843 
2  2.1085  1.4273 
2  2.0067  1.7796 
1  0.8282  0.7464 
1  1.4182  0.9962 
2  1.3461  0.7631 
1  1.8222  1.5618 
2  1.3576  0.7735 
2  1.4308  0.8200 
2  1.0898  0.6358 
1  1.8051  1.4245 
2  1.0598  0.6529 
1  1.1773  0.9050 
2  2.0976  1.6555 
1  1.0915  0.8245 
2  2.0856  1.5209 
1  1.5787  1.0422 
2  2.1356  1.6698 
2  1.3777  0.7630 
2  2.1206  1.7269 
2  2.0349  1.5273 
2  0.8906  0.5392 
1  1.7138  1.5066 
1  1.7651  1.5726 
1  1.0005  0.8719 
1  0.6135  0.6037 
2  2.0835  1.5772 
1  0.9162  0.7681 
1  0.7047  0.6955 
2  1.3706  0.7648 
1  1.7606  1.5113 
2  1.5867  0.8492 
1  0.7146  0.7063 
2  2.0751  1.3347 
1  1.7286  1.5941 
2  2.1767  1.5754 
1  0.8173  0.7400 
2  0.7922  0.5409 
1  1.0075  0.7987 
2  1.1376  0.6322 
1  0.8856  0.7389 
2  2.0884  1.2676 
1  1.7490  1.8213 
1  1.7146  1.7677 
2  1.2271  0.7173 
1  1.7546  1.3220 
2  2.0971  1.5921 
2  1.3682  0.7887 
2  2.0332  1.6524 
1  1.7762  1.2842 
1  1.7553  1.2229 
1  0.6457  0.6235 
2  2.0683  1.3572 
1  1.1082  0.8593 
2  2.1673  1.7077 
1  1.0950  0.9031 
2  2.1830  1.6923 
1  0.7983  0.6932 
1  0.8530  0.7117 
2  2.1059  1.2718 
2  1.0238  0.6161 
1  0.9277  0.7668 
1  1.7498  1.3981 
2  2.0814  1.3160 
2  1.0204  0.6195 
2  1.1481  0.6325 
1  1.6172  1.1165 
2  1.4715  0.8109 
1  1.7608  1.6124 
1  0.8370  0.7515 
2  2.1484  1.6798 
2  2.0414  1.4837 
2  1.6173  0.8829 
1  1.7189  1.5950 
1  1.7191  1.5592 
