1  0.6477 0.9362 
2  0.9698 1.1535 
2  0.8921 1.1495 
1  0.6613 0.9821 
1  0.7164 0.5963 
1  0.6575 1.0490 
2  0.9731 1.2412 
2  1.0856 1.2214 
2  1.0666 1.1714 
1  0.6106 1.0521 
1  0.6831 0.8654 
1  0.6452 1.0853 
2  1.0414 1.1994 
2  0.9986 0.8774 
2  0.9572 1.4483 
1  0.7230 1.1919 
1  0.7433 1.0825 
2  1.0380 1.2782 
2  1.0637 1.2150 
1  0.6111 1.3295 
2  0.8910 1.3493 
2  1.0065 1.0686 
2  0.9703 1.1141 
1  0.6104 0.8249 
1  0.6972 1.1040 
1  0.5838 1.1611 
2  1.0186 1.3167 
1  0.6507 1.5151 
2  1.0077 0.9209 
2  1.0139 1.3441 
2  0.9112 1.5128 
1  0.7475 1.1683 
1  0.6048 0.7928 
1  0.6649 1.1683 
1  0.7095 1.3683 
1  0.5861 1.0948 
2  1.0669 1.4968 
2  1.0521 1.3054 
2  1.0419 0.9270 
2  1.0203 0.9774 
1  0.6667 0.8948 
2  1.0832 1.6645 
1  0.7492 1.3722 
2  1.0406 1.1457 
1  0.7189 1.2350 
2  1.0025 1.2340 
1  0.6749 1.1381 
1  0.6523 1.3479 
1  0.7229 1.1088 
2  1.0000 1.6521 
1  0.6038 1.4859 
1  0.6521 1.2751 
2  0.9939 1.3749 
1  0.5792 1.2281 
2  1.0044 1.0374 
1  0.6483 1.5039 
1  0.6865 1.1952 
1  0.6711 0.9489 
2  0.9726 1.1277 
2  0.9623 1.2145 
1  0.6727 1.6042 
1  0.6546 0.6066 
2  0.9734 0.8613 
1  0.6860 0.8958 
1  0.7204 0.7442 
1  0.6886 1.4159 
2  1.0322 0.8393 
2  0.9823 0.7636 
2  1.0428 1.2095 
1  0.6515 1.4270 
2  0.9863 1.0286 
2  1.0334 1.0301 
2  1.0890 1.4241 
1  0.6513 0.7127 
2  1.0002 1.2353 
1  0.5960 1.1400 
2  1.0084 1.6791 
2  1.1271 1.1704 
1  0.6308 0.9721 
2  0.9926 1.1381 
2  0.9933 1.0796 
2  0.9806 0.8466 
2  0.9595 1.5465 
1  0.6998 1.0087 
1  0.6555 1.3654 
1  0.6702 0.6222 
2  0.9956 1.0621 
1  0.6694 1.2555 
2  0.9716 0.7735 
2  1.0102 1.1212 
2  1.0613 1.1355 
1  0.6582 1.1988 
1  0.7660 1.0884 
1  0.5879 1.3148 
2  0.9884 0.8311 
1  0.6360 1.2361 
1  0.7245 0.6645 
2  1.0780 1.2928 
1  0.7238 1.1400 
2  1.0650 0.8612 
1  0.6107 1.1121 
1  0.7806 1.1126 
1  0.6723 1.2479 
2  0.9937 1.1023 
1  0.6962 1.1027 
2  0.9586 1.0503 
1  0.7040 1.6164 
2  1.0779 1.1371 
2  1.0281 0.9360 
1  0.6770 1.2349 
1  0.6613 1.4107 
2  0.9471 0.9927 
1  0.6974 0.9969 
2  1.0620 1.3049 
2  1.0341 0.7397 
2  0.9870 0.5693 
2  1.0301 1.2080 
2  1.0012 1.3130 
1  0.7233 0.9815 
1  0.6277 1.2405 
1  0.6725 1.3486 
2  0.9257 1.4009 
2  1.0716 1.1267 
1  0.6662 0.9926 
2  1.0579 1.1203 
1  0.6894 0.9124 
2  0.9179 1.0699 
2  1.0089 0.9821 
2  0.9330 1.2548 
1  0.7214 1.0692 
2  0.9845 1.0194 
1  0.6390 1.2914 
1  0.6122 1.5275 
1  0.7162 0.9042 
1  0.7297 0.8484 
1  0.7296 1.1663 
2  0.9921 1.1172 
2  0.9675 0.9540 
1  0.6832 1.2185 
1  0.7350 1.3597 
2  0.9949 1.1610 
1  0.6925 1.5207 
1  0.6796 1.5015 
1  0.6361 0.9339 
2  0.9263 1.0314 
2  1.0023 0.8373 
1  0.6339 1.7604 
1  0.6101 1.2280 
2  0.9908 1.7925 
1  0.7187 1.0337 
2  0.9632 1.0996 
2  1.0237 1.5088 
1  0.6944 1.3231 
1  0.6648 1.0102 
1  0.6087 1.5477 
2  0.9805 0.9648 
1  0.6329 0.7969 
1  0.6508 1.1304 
2  1.0073 1.3706 
2  0.9773 0.7399 
2  1.0013 1.2634 
1  0.6814 0.8059 
2  1.0740 1.2401 
2  0.9371 1.3642 
2  0.9968 1.3701 
2  1.0176 0.9828 
1  0.7659 1.0385 
2  0.9785 1.4277 
1  0.7022 0.5279 
1  0.6514 0.8358 
1  0.6000 1.1492 
1  0.5896 1.6422 
1  0.7331 0.7421 
2  0.9674 0.8124 
2  0.9538 0.8593 
2  1.1062 1.1922 
2  0.9786 1.6339 
1  0.7049 1.3312 
2  0.9734 1.2597 
2  1.0786 0.7549 
2  0.9969 1.5553 
2  0.9950 1.1105 
1  0.6811 1.5741 
1  0.6042 1.1033 
2  0.9592 0.4981 
1  0.6017 0.8725 
2  1.0532 1.8048 
2  1.0207 0.7603 
2  0.8877 1.3829 
1  0.7268 0.9895 
2  0.9890 1.2263 
2  0.9457 1.2741 
1  0.6423 0.7112 
1  0.6405 1.2667 
2  1.0760 0.7985 
2  1.0357 0.9973 
2  1.0002 0.4660 
1  0.6924 1.5781 
1  0.6917 1.0093 
2  1.0741 1.1560 
2  1.0018 1.1048 
1  0.6604 0.9408 
1  0.5971 0.7061 
2  0.9437 1.0130 
1  0.7899 1.3273 
2  1.0343 0.9922 
1  0.7317 0.9868 
1  0.6774 0.9185 
2  0.9381 1.2593 
1  0.6719 1.2553 
1  0.6316 0.5298 
1  0.6027 1.0351 
1  0.6917 1.1705 
1  0.7448 1.1937 
1  0.6645 1.1553 
2  1.0140 1.0721 
1  0.6990 1.5193 
2  0.8824 1.2267 
2  0.9650 1.2480 
2  0.9403 0.9480 
1  0.6591 1.1500 
2  0.9617 0.5177 
1  0.6649 1.4177 
2  1.0493 1.4766 
1  0.6283 1.3981 
2  0.9735 1.1994 
1  0.6364 0.8011 
1  0.5925 0.8804 
2  0.9907 0.7912 
2  1.0284 1.4067 
1  0.5486 1.1379 
1  0.6440 1.3542 
2  0.9517 0.9488 
2  1.0060 1.5106 
2  0.9231 1.3961 
2  1.0290 1.4263 
2  0.9351 1.3500 
2  0.9154 1.3352 
2  0.9742 0.8832 
2  1.0728 0.5612 
2  1.0268 1.0211 
2  0.9981 1.2048 
2  1.0073 1.6023 
1  0.6149 0.8418 
1  0.7048 1.7499 
1  0.6952 0.8722 
1  0.6113 0.9593 
2  1.0431 1.3266 
2  0.9968 1.2283 
1  0.6914 1.3542 
2  0.9942 0.7267 
2  0.9689 1.4368 
2  1.0651 1.2317 
2  1.0894 0.7625 
2  0.9859 1.0123 
2  0.9687 1.1470 
2  0.9627 0.8939 
1  0.7296 0.8720 
2  0.9427 0.9975 
1  0.6677 1.3536 
1  0.6660 0.9550 
1  0.6686 0.8669 
2  1.0408 1.3156 
2  1.0839 1.3259 
1  0.6811 1.0534 
1  0.6313 1.0116 
1  0.6908 0.9252 
1  0.5992 1.4484 
1  0.6145 1.0601 
1  0.6222 1.3075 
2  1.0061 1.0311 
1  0.7089 1.2372 
1  0.6656 1.0819 
1  0.6645 1.1257 
2  0.9883 1.0192 
1  0.6675 0.9976 
1  0.6991 1.3908 
1  0.6832 1.2347 
2  0.9584 0.9813 
1  0.6929 1.6339 
1  0.6686 1.0686 
1  0.5945 1.4139 
2  1.0215 0.6566 
1  0.6016 0.5596 
1  0.5912 1.2454 
1  0.6213 1.0906 
2  0.9626 1.2155 
2  0.9797 1.0069 
1  0.7076 1.3291 
2  0.9883 1.3891 
1  0.6595 1.2713 
1  0.6613 1.5870 
2  0.9874 1.4173 
1  0.5979 1.0654 
2  0.9971 0.8250 
1  0.7710 1.3194 
2  1.0140 0.8742 
2  0.9375 1.2316 
1  0.6195 0.8350 
2  0.9950 0.8574 
