1  2.6237 0.9865 
1  3.0907 1.3872 
1  2.7090 0.8862 
1  2.6521 0.7870 
1  3.1515 1.5325 
1  2.7375 0.8767 
1  2.7443 0.9213 
1  2.7808 1.0616 
1  2.8775 1.1475 
1  2.9726 0.9572 
1  3.0357 1.3369 
1  3.0859 1.2212 
1  2.6636 0.7950 
1  2.8962 0.9969 
1  2.8081 0.9628 
1  2.8754 1.0056 
1  2.5491 0.7408 
1  3.1539 1.5988 
1  2.8725 0.7464 
1  2.8923 1.1145 
1  3.2239 1.5942 
1  2.8141 0.9095 
1  2.7959 1.1647 
1  2.6160 0.7291 
1  2.9625 1.0839 
1  2.9623 0.9838 
1  2.8035 0.9027 
1  3.1382 1.4134 
1  3.0353 1.0647 
1  3.1031 0.9776 
1  3.0569 1.1118 
1  3.2355 1.5927 
1  2.8608 1.0121 
1  2.9398 1.1868 
1  2.9022 1.1110 
1  2.6783 0.8461 
1  2.5728 0.6878 
1  2.8939 1.1236 
1  3.1076 1.3239 
1  2.5361 0.8166 
1  2.8569 0.9102 
1  2.9825 1.1230 
1  2.7161 1.1879 
1  2.9711 1.2180 
1  2.4878 0.7479 
1  2.4392 0.6327 
1  2.6773 0.8598 
1  2.8006 0.8878 
1  2.6597 0.7057 
1  2.5136 0.9016 
1  3.1794 1.3744 
1  3.1518 1.5275 
1  2.9035 1.1305 
1  2.7500 0.9577 
1  3.0303 1.2355 
1  2.3224 0.3912 
1  2.8901 0.7618 
1  3.2713 1.2913 
1  2.6458 1.1907 
1  3.0739 1.2936 
1  3.0611 1.2244 
1  2.9994 1.1910 
1  3.1466 1.1680 
1  2.8756 1.1028 
1  2.9393 1.0606 
1  2.6054 0.8480 
1  3.1160 1.3408 
1  3.1919 1.2837 
1  2.9904 1.3370 
1  2.7731 1.0976 
1  3.0381 1.4946 
1  3.1196 1.3220 
1  2.9401 1.1786 
1  2.5257 0.7889 
1  3.1637 1.6077 
1  2.8580 0.9962 
1  2.6279 0.8325 
1  3.2075 1.3047 
1  3.0216 1.1948 
1  3.2384 1.3453 
1  2.8184 0.7760 
1  3.0772 1.4350 
1  3.2117 1.3422 
1  2.9541 1.1562 
1  2.8523 1.0958 
1  3.0771 1.1245 
1  2.9947 1.1922 
1  3.1552 1.6939 
1  3.2762 1.6768 
1  3.0178 1.2636 
1  3.1744 1.5379 
1  2.9037 1.0946 
1  3.1680 1.3668 
1  2.5208 0.7747 
1  3.0145 1.1448 
1  2.9264 1.4108 
1  2.9342 1.2440 
1  3.1868 1.2983 
1  2.8226 1.1087 
1  3.2253 1.3858 
1  3.2568 1.4778 
1  3.0820 1.1989 
1  2.8848 1.1980 
1  3.1737 1.3448 
1  2.8683 1.0676 
1  3.2573 1.3972 
1  2.7536 0.9086 
1  2.9343 1.1477 
1  2.6633 0.5716 
1  2.4895 0.7103 
1  2.5463 0.7718 
1  3.2196 1.4588 
1  2.6704 0.9474 
1  2.9195 1.3223 
1  2.7615 1.1120 
1  2.7316 1.0234 
1  3.0565 1.2622 
1  2.5462 0.8568 
1  2.6640 0.9215 
1  2.8179 0.9137 
1  2.3224 0.4938 
1  2.9438 1.2241 
1  3.1149 1.2490 
1  2.6666 0.9058 
1  3.0261 1.0848 
1  2.9098 1.2703 
1  3.0570 1.4351 
1  3.3955 1.4769 
1  2.6981 0.8690 
1  2.5970 0.8476 
1  2.3807 0.5344 
1  3.0487 1.2366 
1  2.6975 0.8764 
1  2.7685 0.9335 
1  2.9785 1.2579 
1  2.6814 0.7293 
1  2.8500 0.8955 
1  2.2443 0.4448 
1  2.7702 1.1510 
1  2.4493 0.6327 
1  3.3137 1.4868 
1  2.9501 1.1968 
1  2.9100 0.9107 
1  2.9524 1.2834 
1  2.7983 0.9909 
1  2.8811 1.1416 
1  3.0850 1.1781 
1  3.2445 1.3578 
1  2.8139 0.9626 
1  2.9204 1.2413 
1  3.0603 1.1693 
1  2.7850 0.8713 
1  2.3493 0.5266 
1  2.8372 0.7705 
1  3.1711 1.4051 
1  2.5757 0.6766 
1  2.9883 1.4994 
1  2.8638 1.2053 
1  3.2428 1.4069 
1  3.0242 1.2167 
1  2.9287 1.1364 
1  2.7410 0.9698 
1  2.7875 0.9855 
1  3.0123 1.2377 
1  3.0724 1.3271 
1  3.1254 1.4380 
1  2.8202 1.1623 
1  2.6037 0.9316 
1  2.8970 1.2519 
1  2.7003 0.8987 
1  2.8883 1.0776 
1  2.6056 0.7867 
1  2.9837 1.1087 
1  3.2193 1.4225 
1  2.8316 1.2099 
1  2.7203 1.0628 
1  2.6136 0.7200 
1  2.8185 1.2036 
1  3.0828 1.3303 
1  2.8353 1.3108 
1  3.2296 1.4599 
1  2.9225 1.1425 
1  2.7007 0.8472 
1  2.6313 0.6877 
1  2.8257 1.1444 
1  3.0916 1.2580 
1  3.3026 1.5956 
1  2.8625 0.8316 
1  3.1230 1.1894 
1  3.1893 1.1849 
1  2.9833 1.2077 
1  3.0870 1.0262 
1  2.3060 0.6959 
1  2.5203 0.7702 
1  2.7434 1.0213 
1  2.4904 0.6841 
1  3.0290 1.3303 
1  2.6336 0.8131 
1  2.8422 1.0113 
1  2.9800 1.1851 
1  2.8168 1.3489 
1  2.8006 0.9290 
1  3.0212 1.1708 
1  2.6593 0.7063 
1  2.7021 0.9483 
1  2.7789 1.1000 
1  3.1872 1.3756 
1  2.9848 1.0822 
1  2.7444 1.0817 
1  2.9315 1.0868 
1  2.7253 0.8666 
1  2.6951 1.1063 
1  2.9595 1.0696 
1  2.9235 1.0596 
1  3.2048 1.4094 
1  2.5416 0.8188 
1  3.0029 1.4112 
1  2.8063 0.8681 
1  2.6576 0.7381 
1  3.3097 1.6620 
1  3.0051 1.2735 
1  2.8753 1.0187 
1  2.4036 0.6318 
1  2.6928 0.8973 
1  2.9221 1.3192 
1  2.8630 1.1787 
1  2.8664 0.9996 
1  3.2593 1.5129 
1  2.6320 0.9854 
1  2.5356 0.7188 
1  3.0479 1.3025 
1  3.3722 1.3789 
1  2.7755 0.7701 
1  3.2024 1.3800 
1  3.0182 1.2862 
1  2.9285 1.3804 
1  2.4039 0.7421 
1  2.8108 1.0908 
1  3.2489 1.2361 
1  3.0633 1.3421 
1  2.7733 0.9259 
1  2.8211 1.0642 
1  2.9989 1.1486 
1  3.0713 1.2505 
1  2.9017 1.4377 
1  2.9578 1.1946 
1  3.1000 1.1868 
1  3.2742 1.5974 
1  2.8765 0.9414 
1  2.8998 1.0344 
1  2.9053 0.8575 
1  2.7226 0.9833 
1  2.8719 1.2252 
1  2.9162 1.1948 
1  2.5825 0.5695 
1  3.0049 1.4955 
1  2.6478 0.8638 
1  2.8885 1.1530 
1  2.7914 1.1533 
1  2.9236 1.0696 
1  2.5883 0.7118 
1  2.5906 0.8162 
1  2.8320 1.0026 
1  2.7193 0.9470 
1  2.6738 0.8617 
1  2.5574 0.7207 
1  2.7086 0.8311 
1  2.9574 1.3842 
1  2.8910 1.2477 
1  3.3206 1.6585 
1  2.8175 1.3133 
1  3.0936 1.2666 
1  2.8738 1.0666 
1  2.7921 0.7930 
1  2.8311 1.1318 
1  2.5456 0.5909 
1  2.9346 1.1236 
1  2.8483 1.0496 
1  3.1669 1.5311 
1  2.8670 0.8085 
1  2.9651 1.1327 
1  2.9459 1.0385 
1  2.8580 1.1235 
1  2.7225 1.0876 
1  3.0236 1.5480 
1  2.9970 1.3043 
1  2.8921 0.7950 
1  2.7392 0.9506 
1  3.0584 1.3603 
1  2.9429 1.4561 
1  2.9926 1.1167 
1  2.8742 0.9771 
1  3.0360 1.0755 
1  2.7616 1.0177 
1  3.0339 1.0587 
1  2.8383 1.2727 
1  2.8270 1.0463 
1  2.7950 1.0229 
1  2.6338 0.7348 
1  2.9916 1.2642 
2  2.5406 1.3324 
2  2.5264 1.2945 
2  2.5538 1.3394 
2  2.4684 1.0218 
2  2.4074 1.0378 
2  2.4022 1.1695 
2  2.2868 1.0096 
2  2.0744 0.8908 
2  2.8418 1.6151 
2  2.2255 1.0630 
2  2.4929 1.1318 
2  2.3744 0.9222 
2  1.9968 0.6532 
2  2.6370 1.5639 
2  2.3618 1.0284 
2  2.3261 0.9815 
2  2.0698 0.6185 
2  2.5740 1.1943 
2  2.3452 0.9682 
2  2.0386 0.8219 
2  2.3100 1.2676 
2  2.5926 1.5744 
2  2.6904 1.5745 
2  2.2019 0.8701 
2  2.8263 1.6562 
2  2.3393 1.0947 
2  2.5966 1.3194 
2  2.5503 1.3727 
2  2.3495 1.1518 
2  2.7664 1.4369 
2  2.7212 1.3312 
2  2.3602 0.9607 
2  2.6192 1.3458 
2  2.7979 1.6557 
2  2.4839 1.0358 
2  1.9819 0.7317 
2  2.2560 0.9134 
2  2.6691 1.5572 
2  2.4449 1.2999 
2  2.1047 0.8214 
2  2.7493 1.4145 
2  2.5484 1.2141 
2  2.4442 1.1843 
2  2.5151 1.1599 
2  2.1947 0.9559 
2  2.6012 1.1791 
2  2.1856 1.0638 
2  2.5409 1.3490 
2  2.8948 1.5549 
2  2.3834 1.1063 
2  2.6493 1.3754 
2  2.4968 1.1889 
2  2.1988 0.9560 
2  2.2814 0.9735 
2  2.3959 1.2656 
2  2.3186 1.2330 
2  2.5206 1.1467 
2  2.2429 1.0193 
2  2.3673 1.0817 
2  2.5489 1.4502 
2  2.4863 1.0946 
2  2.4654 1.0987 
2  2.3345 0.8288 
2  2.5637 1.4812 
2  2.5317 1.1852 
2  2.9239 1.6830 
2  2.2006 0.9346 
2  2.5262 0.9655 
2  2.3516 1.3785 
2  2.2870 1.1212 
2  2.3148 1.1107 
2  2.6629 1.3474 
2  2.1177 0.8314 
2  2.7012 1.2204 
2  2.4521 1.3916 
2  2.3961 1.1017 
2  2.3568 0.9876 
2  2.0533 0.6954 
2  2.4239 1.1314 
2  2.3307 0.9291 
2  2.1606 0.8322 
2  2.2022 0.8794 
2  2.7463 1.3650 
2  2.5996 1.6736 
2  2.5054 1.2772 
2  2.6302 1.2784 
2  2.3466 0.8935 
2  2.4279 1.3104 
2  2.2285 0.8903 
2  2.0467 0.6710 
2  2.5655 1.2408 
2  2.7794 1.5193 
2  2.2834 1.0588 
2  2.5987 1.3898 
2  2.6311 1.2726 
2  2.7110 1.5292 
2  2.7458 1.6219 
2  2.2887 1.1369 
2  1.8717 0.4901 
2  2.3484 1.1556 
2  2.5856 1.4228 
2  2.5504 1.3862 
2  2.1532 0.8568 
