2  3.1406 1.0932 
2  2.8204 0.9362 
1  1.9096 0.9626 
2  2.3186 0.8348 
2  2.6077 0.9813 
2  3.0262 1.0366 
1  2.3237 1.3284 
2  2.7648 0.8778 
1  2.9366 1.5887 
1  1.9039 1.0212 
1  2.3660 1.2208 
1  2.3389 1.0573 
2  2.8233 0.9972 
1  3.0563 1.5267 
1  3.0186 1.5490 
1  3.1048 1.5844 
2  2.3482 0.7309 
2  3.2330 1.1829 
2  3.1452 1.1284 
2  2.0281 0.7175 
2  3.5601 1.2948 
2  3.0521 0.9825 
1  2.7626 1.3559 
1  2.1226 0.9983 
2  2.7278 1.0886 
2  3.0217 1.1451 
2  3.3948 1.2428 
2  2.8223 0.9716 
1  2.3337 1.0497 
2  3.4366 1.2254 
1  1.7181 0.9311 
1  3.6226 1.7345 
2  2.9459 0.9710 
1  2.6816 1.4145 
1  2.6313 1.2348 
2  2.5652 0.9062 
1  2.6456 1.2696 
1  2.8904 1.4024 
2  2.7939 0.9310 
2  3.1094 1.0733 
1  2.1152 1.0620 
1  1.9413 1.0600 
2  2.6394 0.9061 
2  2.6342 0.8550 
1  2.0796 1.0907 
1  1.8193 0.9244 
1  2.6055 1.3615 
1  1.0685 0.6091 
1  1.9424 1.0409 
2  3.3424 1.2970 
2  3.0607 1.0328 
1  2.7184 1.3182 
2  3.0108 1.1590 
2  3.4281 1.1743 
2  3.3494 1.2766 
2  2.7122 0.9971 
2  2.0595 0.6542 
1  2.6567 1.3052 
1  2.1094 1.2166 
1  2.4332 1.2343 
1  1.9893 0.9171 
1  2.5855 1.2317 
2  3.1226 1.1359 
2  3.6402 1.2967 
1  1.9709 1.1798 
2  3.7968 1.5047 
2  3.5248 1.3037 
1  3.2366 1.7492 
1  2.4026 1.2232 
1  3.1198 1.5255 
2  3.6413 1.3961 
2  2.9957 1.0616 
2  2.9881 1.1280 
2  3.1874 1.2042 
2  3.2776 1.1821 
1  1.9031 0.9378 
1  2.3048 1.2630 
1  2.7246 1.3824 
2  3.4136 1.2188 
2  3.2783 1.1621 
1  2.6604 1.3371 
1  1.9663 1.1363 
2  2.3946 0.7968 
1  2.1146 1.1384 
1  2.1158 1.0295 
1  1.8294 0.9479 
1  2.0945 1.0601 
1  1.5289 0.7772 
2  2.7707 0.9377 
2  3.3814 1.3099 
1  2.0547 1.1682 
1  2.3689 1.1947 
2  2.3909 0.8000 
2  3.1007 0.9649 
2  2.6624 0.9954 
1  1.8321 0.9862 
2  3.8845 1.5162 
2  2.7459 0.9198 
1  2.5491 1.3114 
1  3.1648 1.5711 
1  2.8435 1.3974 
1  2.5564 1.2666 
1  2.1459 0.9763 
2  2.2622 0.7759 
1  2.4441 1.2137 
2  3.1478 1.0564 
2  2.3353 0.7664 
1  3.0016 1.5932 
1  1.7639 0.7916 
1  1.9108 1.0729 
1  3.1674 1.4976 
2  3.7250 1.4435 
1  2.3213 1.1599 
2  3.2470 1.2120 
1  2.8458 1.4310 
1  1.9984 1.0876 
2  2.6412 0.9536 
2  2.4796 0.7597 
1  2.6241 1.3347 
2  2.5756 0.9001 
1  2.0988 1.1046 
1  2.9987 1.4629 
1  3.4565 1.7395 
2  3.3146 1.1306 
1  2.4750 1.3541 
1  2.2840 1.1278 
2  3.1005 1.2181 
1  2.5456 1.2957 
1  2.5899 1.3177 
1  1.7061 0.9711 
2  3.1735 1.1267 
