1 1.179569 1.742682
1 1.179569 1.611783
1 1.179569 1.480883
1 1.179569 1.349983
1 1.179569 1.219084
1 1.457346 1.611783
1 1.457346 1.480883
1 1.457346 1.349983
1 1.457346 1.219084
1 1.735124 1.480883
1 1.735124 1.349983
1 1.735124 1.219084
1 2.012902 1.349983
1 2.012902 1.219084
1 2.290680 1.219084
2 1.375987 1.835243
2 1.653765 1.835243
2 1.931543 1.835243
2 2.209320 1.835243
2 2.487098 1.835243
2 1.653765 1.704343
2 1.931543 1.704343
2 2.209320 1.704343
2 2.487098 1.704343
2 1.931543 1.573443
2 2.209320 1.573443
2 2.487098 1.573443
2 2.209320 1.442543
2 2.487098 1.442543
2 2.487098 1.311644
2 2.846235 0.957284
2 2.846235 0.826385
2 2.846235 0.695485
2 2.846235 0.564585
2 2.846235 0.433686
2 3.124013 0.826385
2 3.124013 0.695485
2 3.124013 0.564585
2 3.124013 0.433686
2 3.401791 0.695485
2 3.401791 0.564585
2 3.401791 0.433686
2 3.679569 0.564585
2 3.679569 0.433686
2 3.957346 0.433686
1 3.042654 1.049844
1 3.320431 1.049844
1 3.598209 1.049844
1 3.875987 1.049844
1 4.153765 1.049844
1 3.320431 0.918945
1 3.598209 0.918945
1 3.875987 0.918945
1 4.153765 0.918945
1 3.598209 0.788045
1 3.875987 0.788045
1 4.153765 0.788045
1 3.875987 0.657145
1 4.153765 0.657145
1 4.153765 0.526246
1 1.375987 0.433686
1 1.653765 0.433686
1 1.931543 0.433686
1 2.209320 0.433686
1 2.487098 0.433686
1 1.653765 0.564585
1 1.931543 0.564585
1 2.209320 0.564585
1 2.487098 0.564585
1 1.931543 0.695485
1 2.209320 0.695485
1 2.487098 0.695485
1 2.209320 0.826385
1 2.487098 0.826385
1 2.487098 0.957284
2 1.179569 0.526246
2 1.179569 0.657145
2 1.179569 0.788045
2 1.179569 0.918945
2 1.179569 1.049844
2 1.457346 0.657145
2 1.457346 0.788045
2 1.457346 0.918945
2 1.457346 1.049844
2 1.735124 0.788045
2 1.735124 0.918945
2 1.735124 1.049844
2 2.012902 0.918945
2 2.012902 1.049844
2 2.290680 1.049844
2 3.042654 1.219084
2 3.320431 1.219084
2 3.598209 1.219084
2 3.875987 1.219084
2 4.153765 1.219084
2 3.320431 1.349983
2 3.598209 1.349983
2 3.875987 1.349983
2 4.153765 1.349983
2 3.598209 1.480883
2 3.875987 1.480883
2 4.153765 1.480883
2 3.875987 1.611783
2 4.153765 1.611783
2 4.153765 1.742682
1 2.846235 1.311644
1 2.846235 1.442543
1 2.846235 1.573443
1 2.846235 1.704343
1 2.846235 1.835243
1 3.124013 1.442543
1 3.124013 1.573443
1 3.124013 1.704343
1 3.124013 1.835243
1 3.401791 1.573443
1 3.401791 1.704343
1 3.401791 1.835243
1 3.679569 1.704343
1 3.679569 1.835243
1 3.957346 1.835243
